Date,Close
1/2/2014 16:00:00,109.74
1/3/2014 16:00:00,112.88
1/6/2014 16:00:00,111.8
1/7/2014 16:00:00,113.18
1/8/2014 16:00:00,112.3
1/9/2014 16:00:00,113.55
1/10/2014 16:00:00,115.64
1/13/2014 16:00:00,114.29
1/14/2014 16:00:00,117.6
1/15/2014 16:00:00,117.47
1/16/2014 16:00:00,117.88
1/17/2014 16:00:00,118.44
1/21/2014 16:00:00,118
1/22/2014 16:00:00,117.75
1/23/2014 16:00:00,116.33
1/24/2014 16:00:00,115.98
1/27/2014 16:00:00,115.4
1/28/2014 16:00:00,116.25
1/29/2014 16:00:00,113.9
1/30/2014 16:00:00,115.2
1/31/2014 16:00:00,114.81
2/3/2014 16:00:00,110.22
2/4/2014 16:00:00,110.25
2/5/2014 16:00:00,110.75
2/6/2014 16:00:00,124.86
2/7/2014 16:00:00,125
2/10/2014 16:00:00,123.32
2/11/2014 16:00:00,125.44
2/12/2014 16:00:00,124.96
2/13/2014 16:00:00,126.26
2/14/2014 16:00:00,127.34
2/18/2014 16:00:00,126.79
2/19/2014 16:00:00,125.94
2/20/2014 16:00:00,127.56
2/21/2014 16:00:00,127.92
2/24/2014 16:00:00,126.5
2/25/2014 16:00:00,125.5
2/26/2014 16:00:00,125.79
2/27/2014 16:00:00,125.03
2/28/2014 16:00:00,127.36
3/3/2014 16:00:00,126.28
3/4/2014 16:00:00,126.42
3/5/2014 16:00:00,125.59
3/6/2014 16:00:00,126.74
3/7/2014 16:00:00,126.8
3/10/2014 16:00:00,126.78
3/11/2014 16:00:00,126.94
3/12/2014 16:00:00,126.49
3/13/2014 16:00:00,124.56
3/14/2014 16:00:00,124.6
3/17/2014 16:00:00,126.3
3/18/2014 16:00:00,125.95
3/19/2014 16:00:00,124.52
3/20/2014 16:00:00,124.75
3/21/2014 16:00:00,126.33
3/24/2014 16:00:00,124.7
3/25/2014 16:00:00,123.56
3/26/2014 16:00:00,122.75
3/27/2014 16:00:00,123.89
3/28/2014 16:00:00,124.65
3/31/2014 16:00:00,126.5
4/1/2014 16:00:00,127.25
4/2/2014 16:00:00,126.86
4/3/2014 16:00:00,126.4
4/4/2014 16:00:00,121.64
4/7/2014 16:00:00,118.11
4/8/2014 16:00:00,119.16
4/9/2014 16:00:00,121.58
4/10/2014 16:00:00,118.61
4/11/2014 16:00:00,116.25
4/14/2014 16:00:00,117.2
4/15/2014 16:00:00,117.54
4/16/2014 16:00:00,119.51
4/17/2014 16:00:00,120.84
4/21/2014 16:00:00,121.4
4/22/2014 16:00:00,121.61
4/23/2014 16:00:00,122.15
4/24/2014 16:00:00,122.34
4/25/2014 16:00:00,120.63
4/28/2014 16:00:00,121.44
4/29/2014 16:00:00,119.83
4/30/2014 16:00:00,121.29
5/1/2014 16:00:00,120.98
5/2/2014 16:00:00,121.69
5/5/2014 16:00:00,121.03
5/6/2014 16:00:00,120.49
5/7/2014 16:00:00,119.45
5/8/2014 16:00:00,122.46
5/9/2014 16:00:00,124.56
5/12/2014 16:00:00,125.25
5/13/2014 16:00:00,123.41
5/14/2014 16:00:00,123.14
5/15/2014 16:00:00,124.23
5/16/2014 16:00:00,121.67
5/19/2014 16:00:00,122.8
5/20/2014 16:00:00,122.11
5/21/2014 16:00:00,122.58
5/22/2014 16:00:00,122.5
5/23/2014 16:00:00,123.24
5/27/2014 16:00:00,121.44
5/28/2014 16:00:00,121.11
5/29/2014 16:00:00,122.31
5/30/2014 16:00:00,124.17
6/2/2014 16:00:00,124.47
6/3/2014 16:00:00,125.23
6/4/2014 16:00:00,126.46
6/5/2014 16:00:00,127.43
6/6/2014 16:00:00,128.41
6/9/2014 16:00:00,127.71
6/10/2014 16:00:00,126.97
6/11/2014 16:00:00,126.14
6/12/2014 16:00:00,124.28
6/13/2014 16:00:00,124.8
6/16/2014 16:00:00,125.01
6/17/2014 16:00:00,125.95
6/18/2014 16:00:00,129.72
6/19/2014 16:00:00,128.84
6/20/2014 16:00:00,129.8
6/23/2014 16:00:00,130.67
6/24/2014 16:00:00,131.66
6/25/2014 16:00:00,129.85
6/26/2014 16:00:00,130.53
6/27/2014 16:00:00,133.48
6/30/2014 16:00:00,134.92
7/1/2014 16:00:00,134.53
7/2/2014 16:00:00,134.25
7/3/2014 16:00:00,134.94
7/7/2014 16:00:00,134
7/8/2014 16:00:00,132.27
7/9/2014 16:00:00,133.58
7/10/2014 16:00:00,133.16
7/11/2014 16:00:00,133.29
7/14/2014 16:00:00,134.81
7/15/2014 16:00:00,132.64
7/16/2014 16:00:00,131.82
7/17/2014 16:00:00,129.86
7/18/2014 16:00:00,130.47
7/21/2014 16:00:00,128.55
7/22/2014 16:00:00,124.15
7/23/2014 16:00:00,123.59
7/24/2014 16:00:00,126.63
7/25/2014 16:00:00,125.55
7/28/2014 16:00:00,124.49
7/29/2014 16:00:00,122.96
7/30/2014 16:00:00,124.2
7/31/2014 16:00:00,121.11
8/1/2014 16:00:00,121.06
8/4/2014 16:00:00,124.02
8/5/2014 16:00:00,124.41
8/6/2014 16:00:00,122.99
8/7/2014 16:00:00,121.85
8/8/2014 16:00:00,125.11
8/11/2014 16:00:00,125.25
8/12/2014 16:00:00,124.71
8/13/2014 16:00:00,122.93
8/14/2014 16:00:00,131.59
8/15/2014 16:00:00,131.47
8/18/2014 16:00:00,133.33
8/19/2014 16:00:00,134.02
8/20/2014 16:00:00,135.14
8/21/2014 16:00:00,134.48
8/22/2014 16:00:00,135.41
8/25/2014 16:00:00,136.33
8/26/2014 16:00:00,136.06
8/27/2014 16:00:00,137.44
8/28/2014 16:00:00,137.41
8/29/2014 16:00:00,136.42
9/2/2014 16:00:00,137.88
9/3/2014 16:00:00,138.3
9/4/2014 16:00:00,138.27
9/5/2014 16:00:00,137.76
9/8/2014 16:00:00,136.8
9/9/2014 16:00:00,135.88
9/10/2014 16:00:00,135.9
9/11/2014 16:00:00,134.42
9/12/2014 16:00:00,133.86
9/15/2014 16:00:00,133.99
9/16/2014 16:00:00,135.42
9/17/2014 16:00:00,134.37
9/18/2014 16:00:00,133.62
9/19/2014 16:00:00,131.76
9/22/2014 16:00:00,130.9
9/23/2014 16:00:00,129.12
9/24/2014 16:00:00,130.62
9/25/2014 16:00:00,128.2
9/26/2014 16:00:00,130.1
9/29/2014 16:00:00,130.64
9/30/2014 16:00:00,130.3
10/1/2014 16:00:00,130.52
10/2/2014 16:00:00,132.97
10/3/2014 16:00:00,135.13
10/6/2014 16:00:00,134.42
10/7/2014 16:00:00,133.81
10/8/2014 16:00:00,136.84
10/9/2014 16:00:00,133.99
10/10/2014 16:00:00,132.81
10/13/2014 16:00:00,130.88
10/14/2014 16:00:00,133.98
10/15/2014 16:00:00,133.51
10/16/2014 16:00:00,132.43
10/17/2014 16:00:00,135.79
10/20/2014 16:00:00,139.57
10/21/2014 16:00:00,141.02
10/22/2014 16:00:00,138.78
10/23/2014 16:00:00,140.78
10/24/2014 16:00:00,142.04
10/27/2014 16:00:00,144.46
10/28/2014 16:00:00,145.78
10/29/2014 16:00:00,145.03
10/30/2014 16:00:00,145.71
11/3/2014 16:00:00,147.76
11/4/2014 16:00:00,148.44
11/5/2014 16:00:00,149.37
11/6/2014 16:00:00,145.56
11/7/2014 16:00:00,141.85
11/10/2014 16:00:00,145.17
11/11/2014 16:00:00,144.98
11/12/2014 16:00:00,146.27
11/13/2014 16:00:00,146
11/14/2014 16:00:00,144.81
11/17/2014 16:00:00,145.83
11/18/2014 16:00:00,146.24
11/19/2014 16:00:00,144.74
11/20/2014 16:00:00,145.19
11/21/2014 16:00:00,145.49
11/24/2014 16:00:00,145.58
11/25/2014 16:00:00,145.45
11/26/2014 16:00:00,145.71
11/28/2014 16:00:00,147.08
12/1/2014 16:00:00,147.07
12/2/2014 16:00:00,148.48
12/3/2014 16:00:00,152.04
12/4/2014 16:00:00,153.25
12/5/2014 16:00:00,154.18
12/8/2014 16:00:00,153.68
12/9/2014 16:00:00,158.25
12/10/2014 16:00:00,157.24
12/11/2014 16:00:00,159.16
12/12/2014 16:00:00,160.25
12/15/2014 16:00:00,161.01
12/16/2014 16:00:00,157.01
12/17/2014 16:00:00,159.55
12/18/2014 16:00:00,160.74
12/19/2014 16:00:00,159.85
12/22/2014 16:00:00,159.44
12/23/2014 16:00:00,161.19
12/24/2014 16:00:00,160.23
12/26/2014 16:00:00,160
12/29/2014 16:00:00,161.22
12/30/2014 16:00:00,160.03
12/31/2014 16:00:00,159.28
1/2/2015 16:00:00,158.56
1/5/2015 16:00:00,156.47
1/6/2015 16:00:00,156.36
1/7/2015 16:00:00,159.72
1/8/2015 16:00:00,161.12
1/9/2015 16:00:00,160.3
1/12/2015 16:00:00,158.93
1/13/2015 16:00:00,153.76
1/14/2015 16:00:00,150.83
1/15/2015 16:00:00,148.02
1/16/2015 16:00:00,150
1/20/2015 16:00:00,152.66
1/21/2015 16:00:00,153.35
1/22/2015 16:00:00,156.54
1/23/2015 16:00:00,155.78
1/26/2015 16:00:00,159.23
1/27/2015 16:00:00,159.03
1/28/2015 16:00:00,159.3
1/29/2015 16:00:00,160.26
1/30/2015 16:00:00,159
2/2/2015 16:00:00,155.97
