Date,Close
1/2/2014 16:00:00,108.55
1/3/2014 16:00:00,108.76
1/6/2014 16:00:00,107.63
1/7/2014 16:00:00,107.88
1/8/2014 16:00:00,107.76
1/9/2014 16:00:00,107.5
1/10/2014 16:00:00,107.53
1/13/2014 16:00:00,105.99
1/14/2014 16:00:00,107.91
1/15/2014 16:00:00,107.98
1/16/2014 16:00:00,107.9
1/17/2014 16:00:00,107.67
1/21/2014 16:00:00,105.99
1/22/2014 16:00:00,105.49
1/23/2014 16:00:00,103.81
1/24/2014 16:00:00,100.01
1/27/2014 16:00:00,99.42
1/28/2014 16:00:00,100.33
1/29/2014 16:00:00,100.07
1/30/2014 16:00:00,100.73
1/31/2014 16:00:00,100.15
2/3/2014 16:00:00,97.23
2/4/2014 16:00:00,98.08
2/5/2014 16:00:00,97.56
2/6/2014 16:00:00,105.13
2/7/2014 16:00:00,108.66
2/10/2014 16:00:00,107.7
2/11/2014 16:00:00,109.15
2/12/2014 16:00:00,109.01
2/13/2014 16:00:00,109.43
2/14/2014 16:00:00,109.57
2/18/2014 16:00:00,109.41
2/19/2014 16:00:00,108.43
2/20/2014 16:00:00,108.99
2/21/2014 16:00:00,108.77
2/24/2014 16:00:00,109.27
2/25/2014 16:00:00,108.52
2/26/2014 16:00:00,109.68
2/27/2014 16:00:00,111.09
2/28/2014 16:00:00,112.17
3/3/2014 16:00:00,111.55
3/4/2014 16:00:00,112.9
3/5/2014 16:00:00,112.85
3/6/2014 16:00:00,113.42
3/7/2014 16:00:00,114.18
3/10/2014 16:00:00,113.19
3/11/2014 16:00:00,112.6
3/12/2014 16:00:00,111.95
3/13/2014 16:00:00,110.17
3/14/2014 16:00:00,111.06
3/17/2014 16:00:00,111.68
3/18/2014 16:00:00,112.77
3/19/2014 16:00:00,112.11
3/20/2014 16:00:00,112.45
3/21/2014 16:00:00,112.48
3/24/2014 16:00:00,110.5
3/25/2014 16:00:00,112.98
3/26/2014 16:00:00,111.04
3/27/2014 16:00:00,110.39
3/28/2014 16:00:00,112.2
3/31/2014 16:00:00,113.48
4/1/2014 16:00:00,113.95
4/2/2014 16:00:00,113.54
4/3/2014 16:00:00,113.8
4/4/2014 16:00:00,111.8
4/7/2014 16:00:00,109.88
4/8/2014 16:00:00,110.33
4/9/2014 16:00:00,112.23
4/10/2014 16:00:00,110.01
4/11/2014 16:00:00,109.36
